account_number,balance,transaction_date,transaction_amount,transaction_type,branch_location,customer_id,account_type,interest_rate,last_updated
3545739886279867,Koruna,6/11/2021,8518.97,deposit,Suite 36,811,investment,2.46,2/25/2021
6304311554567446422,Krona,2/20/2021,2795.25,withdrawal,Apt 1137,812,investment,4.77,4/1/2021
4041596295954499,Rupiah,8/26/2021,4989.09,deposit,Room 511,813,checking,8.07,1/30/2021
5602219661074056387,Naira,3/24/2021,7839.6,transfer,PO Box 72884,814,savings,1.19,8/18/2021
3571808747962875,Euro,1/31/2021,4675.21,deposit,14th Floor,815,investment,4.55,3/23/2021
3556846515615589,Euro,7/11/2021,2142.25,deposit,Suite 79,816,checking,0.72,12/22/2021
676264023413397910,Kuna,2/16/2021,4817.79,transfer,13th Floor,817,investment,4.32,12/26/2021
3534060561516660,Yuan Renminbi,12/27/2021,7969.65,withdrawal,Apt 580,818,investment,8.19,7/19/2021
4917163340225747,Bolivar,6/3/2021,7700.14,deposit,20th Floor,819,checking,5.17,11/1/2021
3554612487306348,Euro,1/14/2021,4798.87,transfer,Apt 566,820,savings,8.03,10/10/2021
503875308106709654,Rupiah,12/5/2021,9850.14,withdrawal,PO Box 89014,821,checking,3.56,2/28/2021
3571832515037843,Krona,7/11/2021,509.68,withdrawal,PO Box 79188,822,investment,3.55,3/10/2021
3529415367934383,Baht,12/9/2021,5229.93,deposit,Suite 50,823,checking,0.78,11/23/2021
3571366066722537,Euro,1/31/2021,5467.5,deposit,Apt 802,824,savings,2.17,7/17/2021
4905509908412156,Yuan Renminbi,1/26/2021,774.24,withdrawal,Room 1616,825,investment,3.89,12/18/2021
30543862232363,Euro,1/8/2021,5250.69,transfer,18th Floor,826,savings,4.06,2/23/2021
5018991425133450,Franc,12/16/2021,9961.59,transfer,PO Box 41892,827,savings,5.09,8/31/2021
3582931381812193,Naira,1/8/2021,4166.92,transfer,Room 135,828,savings,8.44,1/20/2021
3572097476986631,Peso,4/28/2021,2204.36,withdrawal,Apt 1416,829,checking,0.96,8/30/2021
343419012118863,Euro,7/9/2021,7570.03,deposit,PO Box 45518,830,savings,7.4,11/3/2021
30247692860944,Dollar,1/18/2021,4913.07,deposit,Suite 33,831,investment,9.25,8/26/2021
6304246107220928003,Euro,1/11/2021,2398.96,withdrawal,Apt 1844,832,investment,7.01,11/28/2021
201451078451830,Yuan Renminbi,4/20/2021,6994.64,transfer,PO Box 65412,833,investment,2.29,3/21/2021
3569566524782973,Lari,2/3/2021,4022.64,deposit,Apt 846,834,savings,4.74,2/11/2021
373449061909527,Yuan Renminbi,4/4/2021,797.18,withdrawal,Room 410,835,investment,5.17,7/30/2021
3570435367102052,Euro,4/8/2021,5501.97,deposit,PO Box 23090,836,investment,9.42,11/12/2021
3577870266869877,Euro,10/14/2021,4237.88,deposit,Apt 1993,837,investment,8.74,4/24/2021
5209664931836341,Franc,2/27/2021,877.73,withdrawal,PO Box 37551,838,savings,9.19,2/17/2021
5020292803754231,Euro,3/11/2021,270.7,withdrawal,11th Floor,839,savings,8.41,9/24/2021
3540054182383438,Peso,5/3/2021,6372.43,deposit,Suite 73,840,investment,2.86,1/30/2021
3542318550582725,Ruble,4/16/2021,3329.34,transfer,PO Box 51011,841,investment,4.13,2/1/2021
3589289014931820,Tugrik,6/27/2021,7846.09,withdrawal,Room 1699,842,investment,8.73,7/13/2021
3544259554172998,Peso,12/1/2021,942.48,transfer,PO Box 69208,843,savings,2.24,9/19/2021
3544235867169285,Real,7/13/2021,716.59,transfer,4th Floor,844,investment,7.71,10/31/2021
3542910204800212,Hryvnia,1/20/2021,8403.26,withdrawal,PO Box 39910,845,investment,3.0,3/12/2021
5048376231604304,Euro,11/2/2021,6320.2,transfer,10th Floor,846,savings,4.04,1/24/2021
5610199694971897,Euro,4/3/2021,4515.78,transfer,PO Box 13983,847,investment,7.49,8/25/2021
3550223250176449,Yuan Renminbi,10/16/2021,2870.39,withdrawal,8th Floor,848,savings,8.93,10/10/2021
30109946507343,Metical,3/8/2021,9884.99,transfer,Apt 1433,849,checking,3.81,8/23/2021
3528501558334904,Rand,3/21/2021,7232.5,deposit,Apt 1481,850,checking,1.2,7/23/2021
337941469653611,Ruble,1/30/2021,9376.46,transfer,11th Floor,851,checking,4.68,11/1/2021
3551772237382792,Euro,2/14/2021,7910.74,transfer,Suite 6,852,savings,2.46,12/22/2021
4017957353264033,Yuan Renminbi,10/9/2021,2513.51,deposit,PO Box 6553,853,investment,6.13,5/3/2021
4026613868719578,Ngultrum,1/28/2021,4076.87,withdrawal,Apt 981,854,checking,6.76,7/23/2021
3542086578379255,Kuna,5/31/2021,7491.07,deposit,11th Floor,855,investment,0.44,10/26/2021
5602250492419025,Yuan Renminbi,6/8/2021,3785.59,withdrawal,5th Floor,856,checking,8.78,1/8/2021
3541935515963293,Yen,4/23/2021,9780.45,withdrawal,Room 655,857,checking,3.31,5/17/2021
3580563805423737,Cedi,9/26/2021,6764.2,deposit,Suite 27,858,investment,0.42,1/11/2021
3532792752544935,Yuan Renminbi,1/22/2021,1258.16,withdrawal,Apt 398,859,investment,8.91,10/29/2021
3547252385566717,Ruble,1/4/2021,1097.94,deposit,Room 1609,860,investment,1.34,5/18/2021
6396146991957283,Peso,12/6/2021,6917.18,transfer,9th Floor,861,savings,5.83,3/4/2021
201790083540578,Rupiah,8/29/2021,8047.52,transfer,PO Box 92796,862,savings,3.48,5/10/2021
3567437266127680,Tugrik,10/5/2021,1611.39,transfer,Apt 1559,863,checking,4.54,7/18/2021
3550720090024846,Zloty,11/7/2021,8644.89,withdrawal,PO Box 57895,864,savings,9.42,8/15/2021
0604336659979858914,Yuan Renminbi,9/23/2021,7829.53,withdrawal,PO Box 83560,865,investment,7.24,5/11/2021
5100143575881160,Litas,2/24/2021,4321.43,transfer,PO Box 30448,866,investment,5.76,4/4/2021
5602252503412833,Yuan Renminbi,11/11/2021,724.63,withdrawal,Suite 37,867,checking,1.49,1/25/2021
5515745781259368,Yuan Renminbi,1/3/2021,4203.41,transfer,Room 1609,868,checking,8.21,11/2/2021
3568838584326061,Yuan Renminbi,11/26/2021,370.8,withdrawal,PO Box 62445,869,investment,2.84,1/21/2021
3529479502957816,Euro,10/22/2021,9782.83,transfer,17th Floor,870,investment,1.52,8/30/2021
3559771061686676,Real,12/11/2021,9423.83,transfer,PO Box 3447,871,investment,5.32,6/8/2021
3578446601509244,Peso,11/26/2021,7607.69,withdrawal,Room 70,872,investment,7.62,5/15/2021
3559390405438759,Rupiah,2/17/2021,2005.12,transfer,Room 1855,873,checking,8.26,12/1/2021
5100176395125814,Krona,1/1/2021,1656.01,withdrawal,13th Floor,874,checking,8.53,5/10/2021
670972021696054592,Yuan Renminbi,7/26/2021,2981.64,transfer,3rd Floor,875,savings,6.41,4/7/2021
6759651666298443,Yen,7/14/2021,6890.46,withdrawal,PO Box 98251,876,checking,1.32,11/12/2021
4041592418958,Yuan Renminbi,11/4/2021,3820.42,withdrawal,18th Floor,877,savings,9.67,1/21/2021
3544942758613020,Dinar,10/4/2021,8476.05,transfer,PO Box 89711,878,checking,6.57,6/13/2021
3530879040235343,Ruble,10/15/2021,3462.65,deposit,Apt 176,879,investment,8.48,11/29/2021
5396193192490237,Yuan Renminbi,11/11/2021,1042.34,transfer,PO Box 37961,880,checking,7.67,9/30/2021
677178051130651312,Krona,11/18/2021,8304.54,deposit,Suite 87,881,savings,4.41,12/28/2021
3581630011929564,Dollar,7/14/2021,4416.84,withdrawal,2nd Floor,882,checking,0.33,4/24/2021
3564203360483053,Rupiah,8/29/2021,5435.74,withdrawal,2nd Floor,883,savings,0.53,10/7/2021
4405251298524283,Peso,3/24/2021,3815.57,deposit,Room 890,884,checking,1.87,3/11/2021
3588644628067729,Yuan Renminbi,7/9/2021,5617.04,transfer,7th Floor,885,investment,7.32,8/25/2021
3548421297018872,Euro,11/28/2021,1510.92,withdrawal,Room 531,886,savings,9.43,12/17/2021
3577940806878363,Bolivar,7/11/2021,6781.43,transfer,Apt 535,887,investment,2.85,8/24/2021
4405107249861317,Krona,11/7/2021,6539.45,deposit,Room 157,888,checking,9.53,11/9/2021
06044710435703383,Peso,10/1/2021,3450.35,transfer,14th Floor,889,checking,3.71,11/6/2021
3571453364380828,Litas,1/17/2021,1425.15,transfer,Room 1275,890,savings,1.61,11/17/2021
3574810754530360,Franc,9/29/2021,424.48,deposit,Apt 1492,891,investment,2.8,11/11/2021
3531284632929768,Krona,7/10/2021,2662.17,transfer,PO Box 24495,892,savings,2.59,11/1/2021
3558192122995934,Zloty,12/22/2021,1136.47,deposit,Room 190,893,investment,5.71,4/13/2021
3538651196004662,Euro,10/28/2021,989.85,transfer,PO Box 86157,894,checking,1.29,11/12/2021
3560321724878182,Rupiah,2/15/2021,733.22,transfer,14th Floor,895,investment,2.77,5/21/2021
3553553419885101,Peso,2/5/2021,3174.69,withdrawal,Apt 1922,896,investment,2.94,4/11/2021
50183507311338162,Ruble,12/16/2021,2537.5,deposit,Room 1801,897,checking,8.23,10/25/2021
6706249450099527271,Yuan Renminbi,7/29/2021,9890.3,deposit,Room 1331,898,savings,8.76,10/8/2021
3543106810769508,Hryvnia,10/23/2021,5090.44,deposit,6th Floor,899,checking,9.79,2/19/2021
50186219524419261,Dollar,4/30/2021,9937.04,withdrawal,Apt 422,900,investment,5.16,1/28/2021
3563460984090315,Shekel,1/25/2021,9031.48,transfer,1st Floor,901,checking,0.33,6/27/2021
3574891006741013,Peso,2/2/2021,4568.58,transfer,Room 1268,902,savings,7.78,2/19/2021
06049342554777629,Dollar,5/4/2021,2163.09,deposit,Room 1893,903,investment,2.11,12/11/2021
3541864002247921,Hryvnia,6/10/2021,306.13,transfer,PO Box 92165,904,savings,8.74,6/28/2021
201749904321261,Euro,12/26/2021,8086.08,withdrawal,7th Floor,905,investment,6.03,11/4/2021
3532165904289156,Yuan Renminbi,1/23/2021,910.81,transfer,Apt 832,906,savings,3.08,3/28/2021
337941017321125,Real,12/13/2021,8467.64,transfer,PO Box 88009,907,savings,1.75,4/5/2021
3552662945290222,Yuan Renminbi,4/30/2021,9994.88,withdrawal,Room 884,908,checking,4.53,2/15/2021
6759215969815061,Yuan Renminbi,1/12/2021,2248.83,deposit,PO Box 19152,909,investment,9.29,8/18/2021
3549421954234928,Zloty,9/4/2021,2254.65,withdrawal,Apt 873,910,checking,1.18,6/4/2021
30135518165160,Peso,1/16/2021,6036.88,transfer,Apt 1970,911,savings,8.05,9/4/2021
30117344025834,Ruble,7/20/2021,1683.62,withdrawal,17th Floor,912,investment,2.39,5/19/2021
5575625759221078,Tugrik,5/17/2021,4929.19,withdrawal,9th Floor,913,checking,5.75,2/7/2021
5641825912809484,Real,3/10/2021,4275.02,withdrawal,Apt 973,914,savings,7.33,3/7/2021
3581655151364579,Yuan Renminbi,7/2/2021,5944.59,transfer,Suite 93,915,investment,6.63,2/9/2021
3536729904314789,Euro,12/27/2021,3466.45,transfer,PO Box 71406,916,checking,5.65,7/5/2021
4905548658015355,Ruble,2/6/2021,8109.22,withdrawal,18th Floor,917,investment,2.15,3/27/2021
3576906018046009,Zloty,5/2/2021,7363.69,transfer,Apt 1939,918,checking,7.64,11/25/2021
3560240430709855,Ruble,7/9/2021,2999.57,withdrawal,Suite 22,919,savings,0.55,11/3/2021
5100170754316320,Yuan Renminbi,4/26/2021,7438.99,deposit,17th Floor,920,savings,7.29,10/19/2021
3553901167244486,Quetzal,6/17/2021,617.25,withdrawal,Apt 742,921,savings,4.42,4/9/2021
5010125578851042,Peso,6/5/2021,5128.73,deposit,Suite 81,922,investment,6.73,4/27/2021
6333945640508785,Yuan Renminbi,6/23/2021,9741.06,transfer,Room 839,923,checking,2.48,9/11/2021
3572775820560075,Dollar,7/7/2021,1212.64,deposit,Apt 484,924,savings,7.54,12/4/2021
3548066742578267,Yuan Renminbi,5/24/2021,5112.63,transfer,Apt 1816,925,savings,5.42,10/21/2021
3553252439161011,Pound,12/13/2021,795.36,transfer,5th Floor,926,savings,0.74,5/13/2021
3560247211823243,Koruna,1/27/2021,2747.31,withdrawal,Apt 910,927,investment,4.02,4/27/2021
5602216924860052,Rupiah,4/30/2021,9317.1,withdrawal,PO Box 59851,928,checking,1.42,11/18/2021
4041594621699441,Lempira,10/30/2021,7647.5,transfer,Apt 261,929,investment,1.57,6/18/2021
3580014909496542,Rupiah,5/9/2021,879.62,deposit,Suite 23,930,savings,7.02,6/28/2021
30535074957803,Dirham,2/2/2021,8108.27,transfer,14th Floor,931,investment,5.26,11/5/2021
3584942080518559,Real,5/8/2021,4415.73,deposit,Apt 956,932,checking,3.52,11/5/2021
30224476209903,Ruble,12/5/2021,9521.24,deposit,Apt 66,933,investment,8.16,8/22/2021
3584605562439962,Dollar,9/12/2021,7917.2,deposit,Apt 1754,934,checking,7.32,1/27/2021
5602226189547518,Real,7/30/2021,3642.82,deposit,Apt 1420,935,savings,6.3,9/6/2021
5048373719396974,Peso,10/14/2021,7883.16,transfer,1st Floor,936,investment,0.81,2/9/2021
3567992609368714,Dollar,4/11/2021,8625.19,deposit,PO Box 18832,937,investment,2.01,8/22/2021
4405697863634800,Euro,6/7/2021,5074.54,deposit,Apt 1832,938,investment,5.15,5/1/2021
3541135018158810,Boliviano,10/1/2021,3499.81,transfer,2nd Floor,939,savings,7.73,12/22/2021
3583012888622044,Yen,9/6/2021,7346.22,withdrawal,Apt 1216,940,savings,5.59,8/4/2021
3580174569872612,Rupiah,8/2/2021,8233.87,withdrawal,Apt 1428,941,savings,6.42,6/8/2021
6759966732678543500,Peso,5/26/2021,9671.59,withdrawal,Suite 72,942,checking,3.98,12/14/2021
337941775726945,Euro,10/8/2021,3751.73,withdrawal,20th Floor,943,checking,6.85,12/7/2021
374283802611079,Dollar,6/15/2021,7742.21,deposit,PO Box 51421,944,checking,5.67,3/23/2021
201918693179574,Baht,2/16/2021,7112.93,transfer,Room 653,945,investment,9.08,12/1/2021
4844886112908250,Ruble,9/5/2021,8009.65,deposit,Room 669,946,investment,2.38,8/14/2021
3576140849444494,Naira,10/4/2021,6209.21,withdrawal,Suite 89,947,investment,0.91,5/11/2021
670697677677363908,Dollar,4/17/2021,6592.09,deposit,Suite 59,948,investment,8.77,9/14/2021
5512619376232267,Rupiah,2/5/2021,6647.28,deposit,Room 410,949,savings,0.45,10/3/2021
4017951046127,Yen,6/17/2021,3010.3,transfer,Room 1028,950,savings,3.14,6/16/2021
3553904930120660,Ruble,8/23/2021,8915.3,deposit,Apt 751,951,savings,5.78,10/20/2021
4175007019463948,Yuan Renminbi,5/19/2021,3017.44,withdrawal,Room 1854,952,savings,9.09,12/21/2021
060435490353060728,Dollar,10/19/2021,295.2,withdrawal,18th Floor,953,checking,9.17,2/3/2021
4911868921575250149,Yuan Renminbi,12/2/2021,9370.86,withdrawal,Room 80,954,savings,0.09,6/27/2021
201627795749107,Peso,6/30/2021,6814.88,withdrawal,Suite 63,955,investment,1.24,9/16/2021
560223289238472131,Peso,1/10/2021,8869.7,withdrawal,17th Floor,956,savings,3.31,9/14/2021
5602235873083359,Euro,12/12/2021,9932.15,withdrawal,Apt 1338,957,savings,1.93,10/9/2021
3551742879011512,Cordoba,6/30/2021,673.65,transfer,Apt 1742,958,investment,9.93,2/15/2021
5602240018610439,Peso,8/28/2021,7584.31,transfer,Suite 23,959,investment,2.39,11/10/2021
3583684333662146,Ringgit,12/7/2021,5442.74,deposit,Apt 1960,960,investment,9.49,3/26/2021
3570501188057831,Dollar,1/30/2021,441.53,deposit,PO Box 43312,961,investment,9.45,1/10/2021
6399714164538383,Yuan Renminbi,5/1/2021,6519.33,transfer,Apt 955,962,savings,4.29,10/24/2021
6709462147969907492,Rupiah,1/8/2021,2630.95,withdrawal,Suite 82,963,investment,9.0,8/25/2021
5602244688284632,Zloty,2/21/2021,8214.18,transfer,Apt 1922,964,checking,7.37,2/2/2021
3584599890869588,Rupiah,10/11/2021,8754.57,deposit,Apt 929,965,checking,8.67,12/4/2021
5002351651423935,Dollar,12/16/2021,7704.91,transfer,19th Floor,966,checking,3.11,5/22/2021
3585176531408206,Euro,9/30/2021,1235.05,withdrawal,PO Box 26635,967,checking,7.58,4/3/2021
3538937441603477,Euro,11/15/2021,2784.29,withdrawal,Suite 55,968,savings,4.88,6/19/2021
374622902048478,Peso,4/17/2021,5304.08,deposit,Apt 647,969,savings,0.33,10/6/2021
3583565290115287,Krona,11/14/2021,2708.03,deposit,Room 243,970,savings,9.69,7/14/2021
3553746623967877,Euro,5/22/2021,3797.38,transfer,PO Box 41445,971,checking,9.04,8/8/2021
3568519318915409,Real,3/18/2021,8155.07,deposit,Suite 8,972,investment,7.23,1/15/2021
4041371081794792,Hryvnia,10/28/2021,4175.98,transfer,PO Box 12540,973,investment,2.19,11/19/2021
5641820309037307831,Real,8/5/2021,2840.93,deposit,PO Box 64859,974,investment,5.45,9/27/2021
3586263453144198,Dong,4/15/2021,1091.34,transfer,Room 1544,975,savings,7.91,9/17/2021
3568883657084643,Rupiah,7/27/2021,682.32,transfer,Apt 751,976,checking,0.61,4/18/2021
201823494426341,Tala,10/28/2021,7290.91,withdrawal,5th Floor,977,investment,8.05,4/22/2021
3569233122538675,Rupiah,4/18/2021,7944.26,withdrawal,7th Floor,978,checking,4.07,5/27/2021
5100140039386109,Rupiah,10/8/2021,6479.19,transfer,2nd Floor,979,investment,9.38,2/28/2021
3545690417856790,Dollar,6/20/2021,1082.29,transfer,Room 657,980,checking,7.3,4/7/2021
3556317078399367,Pound,1/17/2021,3176.43,transfer,10th Floor,981,checking,0.17,3/20/2021
337941572731155,Yuan Renminbi,9/6/2021,5048.32,transfer,Room 880,982,checking,7.63,4/28/2021
3548477603181978,Baht,2/7/2021,9162.83,transfer,Suite 88,983,savings,0.28,11/7/2021
3554758182900560,Dollar,5/24/2021,1704.85,deposit,Apt 1450,984,investment,7.25,7/29/2021
3551412286830223,Yen,12/25/2021,3096.92,transfer,Apt 1168,985,checking,4.26,2/7/2021
5100136002816817,Euro,6/17/2021,2804.77,transfer,19th Floor,986,savings,3.27,3/21/2021
3555423858345132,Yuan Renminbi,9/3/2021,1588.82,transfer,Room 1880,987,savings,4.99,9/12/2021
560224796088662420,Euro,5/1/2021,8663.5,withdrawal,14th Floor,988,savings,6.04,2/13/2021
5602235564768003,Baht,6/26/2021,9681.89,transfer,Suite 100,989,investment,7.13,1/15/2021
343761622501248,Dollar,10/9/2021,4932.0,withdrawal,Suite 56,990,savings,1.32,12/26/2021
3557906388437583,Koruna,12/22/2021,46.4,deposit,PO Box 58538,991,checking,6.29,12/27/2021
67091810516240000,Rupiah,1/24/2021,1782.51,transfer,Apt 143,992,investment,3.44,9/10/2021
630412642402848027,Shilling,7/17/2021,3267.05,withdrawal,Suite 96,993,savings,5.04,2/18/2021
3538566146280750,Zloty,8/5/2021,3013.37,transfer,Suite 100,994,investment,9.23,4/27/2021
3576016036560526,Euro,3/29/2021,4664.61,withdrawal,12th Floor,995,investment,9.77,8/7/2021
3575671815896482,Hryvnia,2/26/2021,7989.45,withdrawal,Apt 536,996,savings,7.46,5/22/2021
5100130225736332,Rupiah,9/30/2021,918.11,transfer,Room 273,997,savings,7.6,7/18/2021
3537101852245853,Yuan Renminbi,7/5/2021,5682.86,transfer,Apt 1144,998,investment,7.51,10/3/2021
3544302745367166,Real,10/28/2021,5391.3,deposit,Suite 4,999,investment,1.1,6/11/2021
3576336427707662,Ruble,4/7/2021,2637.19,deposit,PO Box 32708,1000,checking,1.75,10/11/2021
